ID	CONCEPT	CONCEPT_IN_SOURCE	DATASET	DOCULECT	GLOTTOCODE	VALUE	FORM	TOKENS	LID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
966	chili pepper	chili pepper	hubercolumbian	H-Tanimuca	tani1257	bia	bia	b i a	hubercolumbian-Tanimuca-171_chilipepper-1	1 7 7	AXZ	PIA	3	3.P.C 3.I.V 3.A.V	2.0 1.5 0.8	bia	0	403
2555	chimney	chimney	kochtukanoan	K-Yahuna	yahu1241	pā́sikope̠a	pā́sikope̠a	p a a s i k ɔ p ɛ a	kochtukanoan-Yahuna-173_chimney-1	1 7 7 3 7 1 7 1 7 7	AXYBYBYBYZ	PAASIKUPEA	6	6.P.C 6.A.V 6.A.V 6.S.C 6.I.V 6.K.C 6.U.V 6.P.C 6.E.V 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	paasikɔpɛa	0	404
2556	chimney	chimney	kochtukanoan	K-Yahuna	yahu1241	pā(t)sikope̠a	pāsikope̠a	p a a s i k ɔ p ɛ a	kochtukanoan-Yahuna-173_chimney-2	1 7 7 3 7 1 7 1 7 7	AXYBYBYBYZ	PAASIKUPEA	6	6.P.C 6.A.V 6.A.V 6.S.C 6.I.V 6.K.C 6.U.V 6.P.C 6.E.V 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	paasikɔpɛa	1	404
13	chin	chin	hubercolumbian	H-Desano	desa1247	disíka puʔrirú	disíka puʔrirú	d i s i k a + p u ʔ r i r u	hubercolumbian-Desano-11_chin-1	1 7 3 7 1 7 9 1 7 1 5 7 5 7	AXBYBZ_AXBCYBZ	TISIKA_PYHRIRY	1	1.T.C 1.I.V 1.S.C 1.I.V 1.K.C 1.A.V 1._._ 1.P.C 1.Y.V 1.H.C 1.R.C 1.I.V 1.R.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.5 1.3 1.75 0.8	disika+puʔriru	0	405
413	chin	chin	hubercolumbian	H-Siriano	siri1274	sípuríru	sípuríru	s i p u r i r u	hubercolumbian-Siriano-11_chin-1	3 7 1 7 5 7 5 7	AXBYBYBZ	SIPYRIRY	2	2.S.C 2.I.V 2.P.C 2.Y.V 2.R.C 2.I.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sipuriru	0	406
798	chin	chin	hubercolumbian	H-Tanimuca	tani1257	rihekoʔa	rihekoʔa	r i h e k o ʔ a	hubercolumbian-Tanimuca-11_chin-1	5 7 3 7 1 7 1 7	AXBYBYBZ	RIHEKUHA	3	3.R.C 3.I.V 3.H.C 3.E.V 3.K.C 3.U.V 3.H.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	rihekoʔa	0	407
1207	chin	chin	kochtukanoan	K-Desano	desa1247	dix̯sípuliru	dix̯sípuliru	d i h s i p u ɺ i ɾ u	kochtukanoan-Desano-25_chin-1	1 7 3 3 7 1 7 5 7 5 7	AXMBYBYBYBZ	TIHSIPYRIRY	4	4.T.C 4.I.V 4.H.c 4.S.C 4.I.V 4.P.C 4.Y.V 4.R.C 4.I.V 4.R.C 4.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	dihsipuɺiɾu	0	406
2392	chin	chin	kochtukanoan	K-Yahuna	yahu1241	dihe̠kóa	dihe̠kóa	d i h ɛ k ɔ a	kochtukanoan-Yahuna-25_chin-1	1 7 3 7 1 7 7	AXBYBYZ	TIHEKUA	6	6.T.C 6.I.V 6.H.C 6.E.V 6.K.C 6.U.V 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	dihɛkɔa	0	407
188	chonta palm	chonta palm	hubercolumbian	H-Desano	desa1247	ĩ̵rĩjũ	ĩ̵rĩjũ	ɨ̃ r ĩ j ũ	hubercolumbian-Desano-175_chontapalm-1	7 5 7 6 7	XBYBZ	IRIJY	1	1.I.V 1.R.C 1.I.V 1.J.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	ɨ̃rĩjũ	0	408
585	chonta palm	chonta palm	hubercolumbian	H-Siriano	siri1274	ĩ̵rĩ̵́jṹ	ĩ̵rĩ̵́jṹ	ɨ̃ r ɨ̃ j ũ	hubercolumbian-Siriano-175_chontapalm-1	7 5 7 6 7	XBYBZ	IRIJY	2	2.I.V 2.R.C 2.I.V 2.J.C 2.Y.V	1.5 1.75 1.3 1.75 0.8	ɨ̃rɨ̃jũ	0	408
970	chonta palm	chonta palm	hubercolumbian	H-Tanimuca	tani1257	ĩrẽritajũkia	ĩrẽritajũkia	ĩ r ẽ r i t a j ũ k i a	hubercolumbian-Tanimuca-175_chontapalm-1	7 5 7 5 7 1 7 6 7 1 7 7	XBYBYBYBYBYZ	IRERITAJYKIA	3	3.I.V 3.R.C 3.E.V 3.R.C 3.I.V 3.T.C 3.A.V 3.J.C 3.Y.V 3.K.C 3.I.V 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ĩrẽritajũkia	0	410
971	chonta palm	chonta palm	hubercolumbian	H-Tanimuca	tani1257	ĩrẽã	ĩrẽã	ĩ r ẽ ã	hubercolumbian-Tanimuca-175_chontapalm-2	7 5 7 7	XBYZ	IREA	3	3.I.V 3.R.C 3.E.V 3.A.V	1.5 1.75 1.3 0.8	ĩrẽã	0	408
1493	cigar fork	cigar fork	kochtukanoan	K-Desano	desa1247	ōlērótsualide̥xpe̥	ōlērótsualide̥xpe̥	ɔ ɔ ɺ e e ɾ ɔ ts u a ɺ i d ɨ h p ɨ	kochtukanoan-Desano-388_cigarfork-1	7 7 5 7 7 5 7 2 7 7 5 7 1 7 3 1 7	XYBYYBYBYYBYBYMBZ	UUREERUCYARITIHPI	4	4.U.V 4.U.V 4.R.C 4.E.V 4.E.V 4.R.C 4.U.V 4.C.C 4.Y.V 4.A.V 4.R.C 4.I.V 4.T.C 4.I.V 4.H.c 4.P.C 4.I.V	1.5 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	ɔɔɺeeɾɔtsuaɺidɨhpɨ	0	411
1494	cigar fork	cigar fork	kochtukanoan	K-Desano	desa1247	ōlēlótsualide̥xpe̥	ōlēlótsualide̥xpe̥	ɔ ɔ ɺ e e ɺ ɔ ts u a ɺ i d ɨ h p ɨ	kochtukanoan-Desano-388_cigarfork-2	7 7 5 7 7 5 7 2 7 7 5 7 1 7 3 1 7	XYBYYBYBYYBYBYMBZ	UUREERUCYARITIHPI	4	4.U.V 4.U.V 4.R.C 4.E.V 4.E.V 4.R.C 4.U.V 4.C.C 4.Y.V 4.A.V 4.R.C 4.I.V 4.T.C 4.I.V 4.H.c 4.P.C 4.I.V	1.5 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	ɔɔɺeeɺɔtsuaɺidɨhpɨ	0	411
281	claw or nail	fingernail, claw	hubercolumbian	H-Desano	desa1247	bũhũsĩ́rĩ	bũhũsĩ́rĩ	b ũ h ũ s ĩ r ĩ	hubercolumbian-Desano-271_fingernailclaw-1	1 7 3 7 3 7 5 7	AXBYBYBZ	PYHYSIRI	1	1.P.C 1.Y.V 1.H.C 1.Y.V 1.S.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	bũhũsĩrĩ	0	412
674	claw or nail	fingernail, claw	hubercolumbian	H-Siriano	siri1274	bõhṍgásíró	bõhṍgásíró	b õ h õ g a s i r o	hubercolumbian-Siriano-271_fingernailclaw-1	1 7 3 7 1 7 3 7 5 7	AXBYBYBYBZ	PUHUKASIRU	2	2.P.C 2.U.V 2.H.C 2.U.V 2.K.C 2.A.V 2.S.C 2.I.V 2.R.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	bõhõgasiro	1	412
1059	claw or nail	fingernail, claw	hubercolumbian	H-Tanimuca	tani1257	bãbãrahea	bãbãrahea	b ã b ã r a h e a	hubercolumbian-Tanimuca-271_fingernailclaw-1	1 7 1 7 5 7 3 7 7	AXBYBYBYZ	PAPARAHEA	3	3.P.C 3.A.V 3.P.C 3.A.V 3.R.C 3.A.V 3.H.C 3.E.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	bãbãrahea	1	414
1375	clay	clay	kochtukanoan	K-Desano	desa1247	mā́ta	mā́ta	m a a t a	kochtukanoan-Desano-214_clay-1	4 7 7 1 7	AXYBZ	MAATA	4	4.M.C 4.A.V 4.A.V 4.T.C 4.A.V	2.0 1.5 1.3 1.75 0.8	maata	0	415
2585	clay bowl	clay bowl	kochtukanoan	K-Yahuna	yahu1241	tsē̠róa	tsē̠róa	ts ɛ ɛ ɾ ɔ a	kochtukanoan-Yahuna-211_claybowl-1	2 7 7 5 7 7	AXYBYZ	CEERUA	6	6.C.C 6.E.V 6.E.V 6.R.C 6.U.V 6.A.V	2.0 1.5 1.3 1.75 1.3 0.8	tsɛɛɾɔa	0	416
2586	clay bowl	clay bowl	kochtukanoan	K-Yahuna	yahu1241	tā́pioto	tā́pioto	t a a p i ɔ t ɔ	kochtukanoan-Yahuna-211_claybowl-2	1 7 7 1 7 7 1 7	AXYBYYBZ	TAAPIUTU	6	6.T.C 6.A.V 6.A.V 6.P.C 6.I.V 6.U.V 6.T.C 6.U.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	taapiɔtɔ	0	417
2587	clay bowl with leg as handle	clay bowl with leg as handle	kochtukanoan	K-Yahuna	yahu1241	muákahe̠	muákahe̠	m u a k a h ɛ	kochtukanoan-Yahuna-213_claybowlwithlegashandle-1	4 7 7 1 7 3 7	AXYBYBZ	MYAKAHE	6	6.M.C 6.Y.V 6.A.V 6.K.C 6.A.V 6.H.C 6.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	muakahɛ	0	418
1372	clay vessel for the drink	clay vessel for the drink	kochtukanoan	K-Desano	desa1247	gaxbī́tsolo	gaxbī́tsolo	g a h b i i ts ɔ ɺ ɔ	kochtukanoan-Desano-209_clayvesselforthedrink-1	1 7 3 1 7 7 2 7 5 7	AXMBYYBYBZ	KAHPIICURU	4	4.K.C 4.A.V 4.H.c 4.P.C 4.I.V 4.I.V 4.C.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 1.3 1.75 0.8	gahbiitsɔɺɔ	0	419
1373	clay vessel for the drink	clay vessel for the drink	kochtukanoan	K-Desano	desa1247	gaxbī́tsoro	gaxbī́tsoro	g a h b i i ts ɔ ɾ ɔ	kochtukanoan-Desano-209_clayvesselforthedrink-2	1 7 3 1 7 7 2 7 5 7	AXMBYYBYBZ	KAHPIICURU	4	4.K.C 4.A.V 4.H.c 4.P.C 4.I.V 4.I.V 4.C.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 1.3 1.75 0.8	gahbiitsɔɾɔ	0	419
1814	climb	climb	kochtukanoan	K-Desano	desa1247	me̥líni	me̥líni	m ɨ ɺ i n i	kochtukanoan-Desano-766_climb-1	4 7 5 7 4 7	AXBYBZ	MIRINI	4	4.M.C 4.I.V 4.R.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	mɨɺini	0	420
2326	climb	climb	kochtukanoan	K-Yupua	jupu1235	me̥hā́(t)x̯u	me̥hā́x̯u	m ɨ h a a tʃ u	kochtukanoan-Yupua-766_climb-1	4 7 3 7 7 1 7	AXBYYBZ	MIHAATY	7	7.M.C 7.I.V 7.H.C 7.A.V 7.A.V 7.T.C 7.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	mɨhaatʃu	0	423
3069	climb	climb	kochtukanoan	K-Yahuna	yahu1241	yimī́nyu	yimī́nyu	j i m i i ɲ u	kochtukanoan-Yahuna-766_climb-1	6 7 4 7 7 4 7	AXBYYBZ	JIMIINY	6	6.J.C 6.I.V 6.M.C 6.I.V 6.I.V 6.N.C 6.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	jimiiɲu	0	420
3070	climb	climb	kochtukanoan	K-Yahuna	yahu1241	yimī́nye̥	yimī́nye̥	j i m i i ɲ ɨ	kochtukanoan-Yahuna-766_climb-2	6 7 4 7 7 4 7	AXBYYBZ	JIMIINI	6	6.J.C 6.I.V 6.M.C 6.I.V 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	jimiiɲɨ	0	420
3462	climb	climb	kochtukanoan	K-Koretu	cure1236	húmaa	húmaa	h u m a a	kochtukanoan-Koretu-766_climb-1	3 7 4 7 7	AXBYZ	HYMAA	5	5.H.C 5.Y.V 5.M.C 5.A.V 5.A.V	2.0 1.5 1.75 1.3 0.8	humaa	0	421
1257	clitoris	clitoris	kochtukanoan	K-Desano	desa1247	kōré̠	kōré̠	k ɔ ɔ ɾ ɛ	kochtukanoan-Desano-72_clitoris-1	1 7 7 5 7	AXYBZ	KUURE	4	4.K.C 4.U.V 4.U.V 4.R.C 4.E.V	2.0 1.5 1.3 1.75 0.8	kɔɔɾɛ	0	424
1258	clitoris	clitoris	kochtukanoan	K-Desano	desa1247	kōlé̠	kōlé̠	k ɔ ɔ ɺ ɛ	kochtukanoan-Desano-72_clitoris-2	1 7 7 5 7	AXYBZ	KUURE	4	4.K.C 4.U.V 4.U.V 4.R.C 4.E.V	2.0 1.5 1.3 1.75 0.8	kɔɔɺɛ	0	424
1924	clitoris	clitoris	kochtukanoan	K-Yupua	jupu1235	bíitu	bíitu	b i i t u	kochtukanoan-Yupua-72_clitoris-1	1 7 7 1 7	AXYBZ	PIITY	7	7.P.C 7.I.V 7.I.V 7.T.C 7.Y.V	2.0 1.5 1.3 1.75 0.8	biitu	0	427
2443	clitoris	clitoris	kochtukanoan	K-Yahuna	yahu1241	kṓpahike̠	kṓpahike̠	k ɔ ɔ p a h i k ɛ	kochtukanoan-Yahuna-72_clitoris-1	1 7 7 1 7 3 7 1 7	AXYBYBYBZ	KUUPAHIKE	6	6.K.C 6.U.V 6.U.V 6.P.C 6.A.V 6.H.C 6.I.V 6.K.C 6.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kɔɔpahikɛ	0	426
3139	clitoris	clitoris	kochtukanoan	K-Koretu	cure1236	yé̠hē̠re̥	yé̠hē̠re̥	j ɛ h ɛ ɛ ɾ ɨ	kochtukanoan-Koretu-72_clitoris-1	6 7 3 7 7 5 7	AXBYYBZ	JEHEERI	5	5.J.C 5.E.V 5.H.C 5.E.V 5.E.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	jɛhɛɛɾɨ	0	425
1349	cloth	cloth	kochtukanoan	K-Desano	desa1247	tsū́līro	tsū́līro	ts u u ɺ i i ɾ ɔ	kochtukanoan-Desano-185_cloth-1	2 7 7 5 7 7 5 7	AXYBYYBZ	CYYRIIRU	4	4.C.C 4.Y.V 4.Y.V 4.R.C 4.I.V 4.I.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	tsuuɺiiɾɔ	0	428
2566	cloth	cloth	kochtukanoan	K-Yahuna	yahu1241	sā́ya	sā́ya	s a a j a	kochtukanoan-Yahuna-185_cloth-1	3 7 7 6 7	AXYBZ	SAAJA	6	6.S.C 6.A.V 6.A.V 6.J.C 6.A.V	2.0 1.5 1.3 1.75 0.8	saaja	0	429
253	cloud	clouds at rest	hubercolumbian	H-Desano	desa1247	ĩ́bĩkã kurúri	ĩ́bĩkã kurúri	ĩ b ĩ k ã + k u r u r i	hubercolumbian-Desano-247_cloudsatrest-1	7 1 7 1 7 9 1 7 5 7 5 7	XBYBZ_AXBYBZ	IPIKA_KYRYRI	1	1.I.V 1.P.C 1.I.V 1.K.C 1.A.V 1._._ 1.K.C 1.Y.V 1.R.C 1.Y.V 1.R.C 1.I.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ĩbĩkã+kururi	0	430
649	cloud	clouds at rest	hubercolumbian	H-Siriano	siri1274	bĩʔkã́ jeʔbori	bĩʔkã́ jeʔbori	b ĩ ʔ k ã + j e ʔ b o r i	hubercolumbian-Siriano-247_cloudsatrest-1	1 7 1 1 7 9 6 7 1 1 7 5 7	AXMBZ_AXMBYBZ	PIHKA_JEHPURI	2	2.P.C 2.I.V 2.H.c 2.K.C 2.A.V 2._._ 2.J.C 2.E.V 2.H.c 2.P.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	bĩʔkã+jeʔbori	0	431
1037	cloud	clouds at rest	hubercolumbian	H-Tanimuca	tani1257	oko ubãkaka	oko ubãkaka	o k o + u b ã k a k a	hubercolumbian-Tanimuca-247_cloudsatrest-1	7 1 7 9 7 1 7 1 7 1 7	XBZ_XBYBYBZ	UKU_YPAKAKA	3	3.U.V 3.K.C 3.U.V 3._._ 3.Y.V 3.P.C 3.A.V 3.K.C 3.A.V 3.K.C 3.A.V	1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	oko+ubãkaka	0	432
1301	cloud	cloud	kochtukanoan	K-Desano	desa1247	imī́kakuruli	imī́kakuruli	i m i i k a k u ɾ u ɺ i	kochtukanoan-Desano-113_cloud-1	7 4 7 7 1 7 1 7 5 7 5 7	XBYYBYBYBYBZ	IMIIKAKYRYRI	4	4.I.V 4.M.C 4.I.V 4.I.V 4.K.C 4.A.V 4.K.C 4.Y.V 4.R.C 4.Y.V 4.R.C 4.I.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	imiikakuɾuɺi	0	433
2484	cloud	cloud	kochtukanoan	K-Yahuna	yahu1241	uhḗ̠pe̠ma	uhḗ̠pe̠ma	u h ɛ ɛ p ɛ m a	kochtukanoan-Yahuna-113_cloud-1	7 3 7 7 1 7 4 7	XBYYBYBZ	YHEEPEMA	6	6.Y.V 6.H.C 6.E.V 6.E.V 6.P.C 6.E.V 6.M.C 6.A.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	uhɛɛpɛma	0	434
99	club	club	hubercolumbian	H-Desano	desa1247	dì̵ká	dì̵ká	d ɨ k a	hubercolumbian-Desano-92_club-1	1 7 1 7	AXBZ	TIKA	1	1.T.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	dɨka	1	435
498	club	club	hubercolumbian	H-Siriano	siri1274	bõhõ	bõhõ	b õ h õ	hubercolumbian-Siriano-92_club-1	1 7 3 7	AXBZ	PUHU	2	2.P.C 2.U.V 2.H.C 2.U.V	2.0 1.5 1.75 0.8	bõhõ	1	436
499	club	club	hubercolumbian	H-Siriano	siri1274	parídi̵ka	parídi̵ka	p a r i d ɨ k a	hubercolumbian-Siriano-92_club-2	1 7 5 7 1 7 1 7	AXBYBYBZ	PARITIKA	2	2.P.C 2.A.V 2.R.C 2.I.V 2.T.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	paridɨka	0	435
2011	club	club	kochtukanoan	K-Yupua	jupu1235	toatíe̥	toatíe̥	t ɔ a t i ɨ	kochtukanoan-Yupua-253_club-1	1 7 7 1 7 7	AXYBYZ	TUATII	7	7.T.C 7.U.V 7.A.V 7.T.C 7.I.V 7.I.V	2.0 1.5 1.3 1.75 1.3 0.8	tɔatiɨ	0	439
2625	club	club	kochtukanoan	K-Yahuna	yahu1241	kuhía	kuhía	k u h i a	kochtukanoan-Yahuna-253_club-1	1 7 3 7 7	AXBYZ	KYHIA	6	6.K.C 6.Y.V 6.H.C 6.I.V 6.A.V	2.0 1.5 1.75 1.3 0.8	kuhia	0	438
2626	club	club	kochtukanoan	K-Yahuna	yahu1241	kuía	kuía	k u j a	kochtukanoan-Yahuna-253_club-2	1 7 6 7	AXBZ	KYJA	6	6.K.C 6.Y.V 6.J.C 6.A.V	2.0 1.5 1.75 0.8	kuja	0	438
3206	club	club	kochtukanoan	K-Koretu	cure1236	pṓnape̥	pṓnape̥	p ɔ ɔ n a p ɨ	kochtukanoan-Koretu-253_club-1	1 7 7 4 7 1 7	AXYBYBZ	PUUNAPI	5	5.P.C 5.U.V 5.U.V 5.N.C 5.A.V 5.P.C 5.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	pɔɔnapɨ	0	437
1297	coal	coal	kochtukanoan	K-Desano	desa1247	nix̯ti	nix̯ti	n i h t i	kochtukanoan-Desano-110_coal-1	4 7 3 1 7	AXMBZ	NIHTI	4	4.N.C 4.I.V 4.H.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	nihti	0	440
1298	coal	coal	kochtukanoan	K-Desano	desa1247	(pē̠áme)nix̯ti	nix̯ti	n i h t i	kochtukanoan-Desano-110_coal-2	4 7 3 1 7	AXMBZ	NIHTI	4	4.N.C 4.I.V 4.H.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	nihti	1	440
2481	coal	coal	kochtukanoan	K-Yahuna	yahu1241	pē̠kapulúa	pē̠kapulúa	p ɛ ɛ k a p u ɺ u a	kochtukanoan-Yahuna-110_coal-1	1 7 7 1 7 1 7 5 7 7	AXYBYBYBYZ	PEEKAPYRYA	6	6.P.C 6.E.V 6.E.V 6.K.C 6.A.V 6.P.C 6.Y.V 6.R.C 6.Y.V 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	pɛɛkapuɺua	0	442
3154	coal	coal	kochtukanoan	K-Koretu	cure1236	yakotitī́ri	yakotitī́ri	j a k ɔ t i t i i ɾ i	kochtukanoan-Koretu-110_coal-1	6 7 1 7 1 7 1 7 7 5 7	AXBYBYBYYBZ	JAKUTITIIRI	5	5.J.C 5.A.V 5.K.C 5.U.V 5.T.C 5.I.V 5.T.C 5.I.V 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	jakɔtitiiɾi	0	441
1525	coati (coatimundi)	coati (coatimundi)	kochtukanoan	K-Desano	desa1247	mix̯pi	mix̯pi	m i h p i	kochtukanoan-Desano-422_coaticoatimundi-1	4 7 3 1 7	AXMBZ	MIHPI	4	4.M.C 4.I.V 4.H.c 4.P.C 4.I.V	2.0 1.5 1.1 1.75 0.8	mihpi	0	443
2104	coati (coatimundi)	coati (coatimundi)	kochtukanoan	K-Yupua	jupu1235	ui(x̯)pí	uipí	w i p i	kochtukanoan-Yupua-422_coaticoatimundi-1	6 7 1 7	AXBZ	WIPI	7	7.W.C 7.I.V 7.P.C 7.I.V	2.0 1.5 1.75 0.8	wipi	0	445
2780	coati (coatimundi)	coati (coatimundi)	kochtukanoan	K-Yahuna	yahu1241	uipía	uipía	w i p i a	kochtukanoan-Yahuna-422_coaticoatimundi-1	6 7 1 7 7	AXBYZ	WIPIA	6	6.W.C 6.I.V 6.P.C 6.I.V 6.A.V	2.0 1.5 1.75 1.3 0.8	wipia	0	445
3277	coati (coatimundi)	coati (coatimundi)	kochtukanoan	K-Koretu	cure1236	míhi	míhi	m i h i	kochtukanoan-Koretu-422_coaticoatimundi-1	4 7 3 7	AXBZ	MIHI	5	5.M.C 5.I.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	mihi	0	443
3278	coati (coatimundi)	coati (coatimundi)	kochtukanoan	K-Koretu	cure1236	mí'hi	mí'hi	m i ʔ h i	kochtukanoan-Koretu-422_coaticoatimundi-2	4 7 1 3 7	AXBCZ	MIHHI	5	5.M.C 5.I.V 5.H.C 5.H.C 5.I.V	2.0 1.5 1.75 1.5 0.8	miʔhi	0	443
185	coca	coca	hubercolumbian	H-Desano	desa1247	ãpĩ́	ãpĩ́	ã p ĩ	hubercolumbian-Desano-172_coca-1	7 1 7	XBZ	API	1	1.A.V 1.P.C 1.I.V	1.5 1.75 0.8	ãpĩ	0	446
582	coca	coca	hubercolumbian	H-Siriano	siri1274	ãpĩ́	ãpĩ́	ã p ĩ	hubercolumbian-Siriano-172_coca-1	7 1 7	XBZ	API	2	2.A.V 2.P.C 2.I.V	1.5 1.75 0.8	ãpĩ	0	446
967	coca	coca	hubercolumbian	H-Tanimuca	tani1257	tãʔãpika	tãʔãpika	t ã ʔ ã p i k a	hubercolumbian-Tanimuca-172_coca-1	1 7 1 7 1 7 1 7	AXBYBYBZ	TAHAPIKA	3	3.T.C 3.A.V 3.H.C 3.A.V 3.P.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tãʔãpika	0	448
1441	coca	coca	kochtukanoan	K-Desano	desa1247	axpí	axpí	a h p i	kochtukanoan-Desano-334_coca-1	7 3 1 7	XMBZ	AHPI	4	4.A.V 4.H.c 4.P.C 4.I.V	1.5 1.1 1.75 0.8	ahpi	0	446
1442	coca	coca	kochtukanoan	K-Desano	desa1247	axbí	axbí	a h b i	kochtukanoan-Desano-334_coca-2	7 3 1 7	XMBZ	AHPI	4	4.A.V 4.H.c 4.P.C 4.I.V	1.5 1.1 1.75 0.8	ahbi	0	446
2041	coca	coca	kochtukanoan	K-Yupua	jupu1235	gā́(x)pi	gā́pi	g a a p i	kochtukanoan-Yupua-334_coca-1	1 7 7 1 7	AXYBZ	KAAPI	7	7.K.C 7.A.V 7.A.V 7.P.C 7.I.V	2.0 1.5 1.3 1.75 0.8	gaapi	0	446
2042	coca	coca	kochtukanoan	K-Yupua	jupu1235	gā́pi	gā́pi	g a a p i	kochtukanoan-Yupua-334_coca-2	1 7 7 1 7	AXYBZ	KAAPI	7	7.K.C 7.A.V 7.A.V 7.P.C 7.I.V	2.0 1.5 1.3 1.75 0.8	gaapi	1	446
2714	coca	coca	kochtukanoan	K-Yahuna	yahu1241	taā́biku	taā́biku	t a a a b i k u	kochtukanoan-Yahuna-334_coca-1	1 7 7 7 1 7 1 7	AXYYBYBZ	TAAAPIKY	6	6.T.C 6.A.V 6.A.V 6.A.V 6.P.C 6.I.V 6.K.C 6.Y.V	2.0 1.5 1.3 1.3 1.75 1.3 1.75 0.8	taaabiku	0	448
3227	coca	coca	kochtukanoan	K-Koretu	cure1236	tā́ḥire̥	tā́ḥire̥	t a a h i ɾ ɨ	kochtukanoan-Koretu-334_coca-1	1 7 7 3 7 5 7	AXYBYBZ	TAAHIRI	5	5.T.C 5.A.V 5.A.V 5.H.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	taahiɾɨ	0	450
2595	coca hammer	coca hammer	kochtukanoan	K-Yahuna	yahu1241	(t)sopálikiuahóa	sopálikiuahóa	s ɔ p a ɺ i k i w a h ɔ a	kochtukanoan-Yahuna-223_cocahammer-1	3 7 1 7 5 7 1 7 6 7 3 7 7	AXBYBYBYBYBYZ	SUPARIKIWAHUA	6	6.S.C 6.U.V 6.P.C 6.A.V 6.R.C 6.I.V 6.K.C 6.I.V 6.W.C 6.A.V 6.H.C 6.U.V 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	sɔpaɺikiwahɔa	0	451
